PLANT,Sanskrit/Ayurvedic Names,plant part,COMPOUND,pubchem ID,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic,cancer type,Toxicity (LD50)mg/kg,Prediction,PROTEIN TARGET,DOI NUMBER
Vigna radiata,mudga,Sprout-seeding,ADP,6022,Molecule 862,OC1C(COP(=O)(OP(=O)(O)O)O)OC(C1O)n1cnc2c1ncnc2N,C10H15N5O10P2,427.2,27,9,0.5,6,13,6,84.49,252.22,-1.13,-4.62,-2.06,-4.15,-4.63,-3.32,0.57,1.59E+03,3.73E+00,Highly soluble,-0.05,3.78E+02,8.84E-01,Very soluble,2.15,5.98E+04,1.40E+02,Soluble,Low,No,No,No,No,No,No,No,-12.19,2,1,1,1,4,0.11,0,1,1,4.74,,2000,Inactive,,
Viola tricolor,Pansy,plant,ARABINOSE,439195,Molecule 863,OC1COC(C(C1O)O)O,C5H10O5,150.13,10,0,1,0,5,4,29.77,90.15,-0.39,-3.02,-2.58,-2.32,-1.7,-2,1.13,2.03E+03,1.35E+01,Highly soluble,1.69,7.34E+03,4.89E+01,Highly soluble,2.23,2.56E+04,1.71E+02,Soluble,Low,No,No,No,No,No,No,No,-9.36,0,3,0,0,2,0.55,0,0,1,3.8,,23000,Inactive,,
Viola odorata,"Neelapushpa, Banafshah.",flower,Cyanin,441688,Molecule 864,OCC1OC(Oc2cc(O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c([o+]3)c2ccc(c(c2)O)O)C(C(C1O)O)O,C27H31O16+,611.53,43,16,0.44,7,16,11,140.42,272.59,-5.96,-2.84,-2.14,-3.82,-4.03,-3.76,-1.66,1.35E+01,2.21E-02,Very soluble,-2.33,2.87E+00,4.69E-03,Soluble,0.86,4.46E+03,7.29E+00,Soluble,Low,No,Yes,No,No,No,No,No,-12.05,3,4,1,1,5,0.17,1,2,1,6.55,,5000,Inactive,,
Lindera megaphylla,,root,S-(+)-Dicentrine,101300,Molecule 865,COc1cc2c(cc1OC)CC1c3c2c2OCOc2cc3CCN1C,C20H21NO4,339.39,25,12,0.4,2,5,0,98.02,40.16,3.51,3.24,2.48,2.38,3.79,3.08,-4.21,2.10E-02,6.19E-05,Moderately soluble,-3.76,5.94E-02,1.75E-04,Soluble,-5.49,1.11E-03,3.27E-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.07,0,0,0,0,0,0.55,0,0,0,3.78,,NA,Inactive," Potentiates TNF-?-Induced Apoptosis and Suppresses Invasion of A549 Lung Adenocarcinoma Cells via Modulation of NF-?B and AP-1 Activation. increases caspase-8, -9, -3, and poly (ADP-ribose) polymerase (PARP) activities by upregulating the death-inducing signaling complex and by inhibiting the expression of antiapoptotic proteins including cIAP2, cFLIP, and Bcl-XL. Furthermore, dicentrine inhibits the TNF-?-induced A549 cells invasion and migration. This inhibition is correlated with the suppression of invasive proteins in the presence of dicentrine. Moreover, dicentrine significantly blockes TNF-?-activated TAK1, p38, JNK, and Akt, leading to reduced levels of the transcriptional activity of NF-?B and AP-1. ",doi: 10.3390/molecules24224100
Fissistigma glaucescens,Sahyadri,,atherosperminium,44566848,Molecule 866,COc1cc(CC[N+](C)(C)C)c2c(c1OC)c1ccccc1cc2,C21H26NO2+,324.44,24,14,0.33,5,2,0,101.01,18.46,-0.13,4.68,4.26,-0.1,2.11,2.16,-4.9,4.07E-03,1.25E-05,Moderately soluble,-4.8,5.20E-03,1.60E-05,Moderately soluble,-8.01,3.19E-06,9.84E-09,Poorly soluble,High,Yes,No,Yes,No,No,Yes,No,-4.96,0,0,0,0,0,0.55,0,2,1,2.24,,800,Inactive,,
Phoebe formosana,DALCHINI,,laurolitsine,22179,Molecule 867,COc1cc2c(cc1O)CC1c3c2c(OC)c(O)cc3CCN1,C18H19NO4,313.35,23,12,0.33,2,5,3,91.1,70.95,2.71,2.25,1.82,1.52,3.02,2.26,-3.45,1.10E-01,3.51E-04,Soluble,-3.38,1.32E-01,4.21E-04,Soluble,-4.93,3.72E-03,1.19E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.61,0,0,0,0,0,0.55,0,0,0,3.46,,450,Inactive,,
Illigera luzonensis,barba,,aporphine,114911,Molecule 868,CN1CCc2c3C1Cc1ccccc1c3ccc2,C17H17N,235.32,18,12,0.29,0,1,0,78.97,3.24,2.79,3.01,2.73,3.7,3.91,3.23,-3.69,4.82E-02,2.05E-04,Soluble,-2.74,4.26E-01,1.81E-03,Soluble,-5.52,7.17E-04,3.05E-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.6,0,0,0,0,1,0.55,0,0,1,2.94,,240,Inactive,"modulate the expression of DNA damage and apoptotic markers, impair 3D?gliomasphere growth and reduce the expression of stemness markers",https://doi.org/10.1038/s41598-022-25534-2
Nandina domestica Thunb,heavenly bamboo,,nantenine,197001,Molecule 869,COc1c(OC)cc2c3c1c1cc4OCOc4cc1CC3N(CC2)C,C20H21NO4,339.39,25,12,0.4,2,5,0,98.02,40.16,3.54,3.24,2.48,2.38,3.79,3.09,-4.21,2.10E-02,6.19E-05,Moderately soluble,-3.76,5.94E-02,1.75E-04,Soluble,-5.49,1.11E-03,3.27E-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.07,0,0,0,0,0,0.55,0,0,0,3.75,colon,401,Inactive,,
Michelia alba,Magnolia,,#NAME?,160597,Molecule 870,c1ccc2c(c1)CC1c3c2c2OCOc2cc3CCN1,C17H15NO2,265.31,20,12,0.29,0,3,1,80.13,30.49,2.76,2.83,2.12,2.83,3.84,2.88,-3.71,5.15E-02,1.94E-04,Soluble,-3.13,1.97E-01,7.44E-04,Soluble,-5.59,6.79E-04,2.56E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.91,0,0,0,0,0,0.55,0,0,0,3.36,cervix,450,Inactive/Active,"up-regulated the expression of Bax and p53 proteins in HeLa cancer cells. increased intracellular nitric oxide, reactive oxygen species, glutathione depletion, disruptive mitochondrial transmembrane potential, activation of caspase 3, 7, 8, and 9, and poly ADP ribose polymerase cleavage.",doi:10.1016/j.fct.2008.04.024
Cinnamomum insularimontanum Hayata,,,actinodaphnine,160502,Molecule 871,COc1cc2c(cc1O)CC1c3c2c2OCOc2cc3CCN1,C18H17NO4,311.33,23,12,0.33,1,5,2,88.65,59.95,2.95,2.45,1.83,1.92,3.34,2.5,-3.63,7.23E-02,2.32E-04,Soluble,-3.35,1.38E-01,4.44E-04,Soluble,-5.13,2.32E-03,7.46E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,0,0,3.56,liver,450,Inactive/Active,"increased intracellular nitric oxide (NO) and reactive oxygen species (ROS), disruptive mitochondrial transmembrane potential (DeltaPsi(m)), and activation of caspase 3/7.down-regulated activity of nuclear factor kappaB (NF-kappaB). ",DOI:10.1016/j.fct.2005.08.005
Sinomenium acutum,,,Dauriporphine,137399,Molecule 872,COc1ccc2c(c1)C(=O)c1c3c2nccc3c(c(c1OC)OC)OC,C20H17NO5,351.35,26,16,0.2,4,6,0,96.58,66.88,3.24,3.16,3.48,0.9,4.24,3,-4.2,2.21E-02,6.30E-05,Moderately soluble,-4.23,2.05E-02,5.82E-05,Moderately soluble,-6.85,4.97E-05,1.42E-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.2,0,0,0,0,0,0.55,0,0,1,3.22,colorectal,200,Inactive,,
Thalictrum L.,Pitarangaa,,thaliblastine,21470,Molecule 873,COc1cc2c(cc1Oc1cc(OC)c(cc1CC1N(C)CCc3c1cc(OC)c(c3)OC)OC)CC1c3c2c(OC)c(OC)cc3CCN1C,C41H48N2O8,696.83,51,24,0.41,11,10,0,204.47,80.32,5.73,6.68,5.65,2.96,7.39,5.68,-7.99,7.11E-06,1.02E-08,Poorly soluble,-8.17,4.71E-06,6.76E-09,Poorly soluble,-11.47,2.38E-09,3.41E-12,Insoluble,High,No,No,No,No,No,No,No,-5.81,1,4,1,0,2,0.55,0,0,3,6.2,liver,1500,Inactive,,
Goniothalamus amuyon,Goni,,Liriodenine,10144,Molecule 874,O=C1c2ccccc2c2c3c1nccc3cc1c2OCO1,C17H9NO3,275.26,21,16,0.06,0,4,0,76.67,48.42,2.14,3.39,3.17,1.71,3.96,2.88,-4.25,1.56E-02,5.67E-05,Moderately soluble,-4.09,2.26E-02,8.21E-05,Moderately soluble,-6.13,2.04E-04,7.41E-07,Poorly soluble,High,Yes,Yes,Yes,No,No,No,Yes,-5.57,0,0,0,0,0,0.55,0,0,0,2.77,,450,Inactive/Active,"Changes in cell morphology were detected by the presence of cell membrane blebbing, chromatin condensation, and formation of apoptotic bodies. activated the intrinsic pathway by induction of caspase-3 and caspase-9. Involvement of the intrinsic pathway in the mitochondria could be seen, with a significant increase in mitochondrial permeability and cytochrome c release, whereas the mitochondrial membrane potential was decreased. overexpression of Bax and suppression of Bcl-2 and survivin. Liriodenine inhibits progression of the CAOV-3 cell cycle in S phase",doi: 10.2147/DDDT.S77727
Pisum sativum,kalaayah/ matar,"seed, sprout, plant",pisatin,101689,Molecule 875,COc1ccc2c(c1)OCC1(C2Oc2c1cc1c(c2)OCO1)O,C17H14O6,314.29,23,12,0.29,1,6,1,78.25,66.38,2.92,2.58,1.7,1.14,2.59,2.19,-3.73,5.80E-02,1.84E-04,Soluble,-3.62,7.50E-02,2.39E-04,Soluble,-4.26,1.71E-02,5.45E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-6.39,0,0,0,0,0,0.55,0,0,0,3.91,"breast cancer,colorectal cancer and endometrial cancer",2500,Inactive,,
,,"seed, sprout, plant",gentisic acid,3469,Molecule 876,Oc1ccc(c(c1)C(=O)O)O,C7H6O4,154.12,11,6,0,1,4,3,37.45,77.76,0.49,1.74,0.8,0.4,0.26,0.74,-2.23,9.09E-01,5.90E-03,Soluble,-2.99,1.58E-01,1.02E-03,Soluble,-0.6,3.83E+01,2.48E-01,Soluble,High,No,No,No,No,No,No,Yes,-6,0,3,0,0,1,0.56,0,1,1,1.1,"breast cancer,colorectal cancer and endometrial cancer",4500,Inactive," time-dependent complex inhibition of the mitochondrial bioenergetics of BC cells, characterized by (1) an initial phase of mitochondrial uptake with an uncoupling effect of oxidative phosphorylation, as previously reported, (2) inhibition of Complex I-dependent respiration, and (3) a late phase of mitochondrial accumulation with inhibition of ?-ketoglutarate dehydrogenase complex (?KGDHC) activity. unexpected blocking of mitochondrial function triggered metabolic remodeling toward glycolysis, AMPK activation, increased expression of proliferator-activated receptor gamma coactivator 1-alpha (pgc1?) and electron transport chain (ETC) component-related genes encoded by mitochondrial DNA and downregulation of the uncoupling proteins ucp3 and ucp4, suggesting an AMPK-dependent prosurvival adaptive response in cancer cells. ",DOI: 10.3390/cells9020407
,,"seed, sprout, plant",brassinosteroid,13039058,Molecule 877,OC(C(C1CCC2C1(C)CCC1C2COC(=O)C2C1(C)CC(O)C(C2)O)C)C(C(C(C)C)C)O,C28H48O6,480.68,34,0,0.96,5,6,4,133.67,107.22,3.6,4.84,3.39,3.05,3.51,3.68,-5.54,1.39E-03,2.89E-06,Moderately soluble,-6.83,7.19E-05,1.50E-07,Poorly soluble,-2.7,9.66E-01,2.01E-03,Soluble,High,No,Yes,No,No,No,No,No,-5.8,0,3,0,0,0,0.55,0,0,2,6.14,"breast cancer,colorectal cancer and endometrial cancer",50100,Inactive,"expression of the major cyclins (cyclins D1 and E) in the G1 cell cycle stage decreased . time?dependent reductions in the expression of both phosphorylated and dephosphorylated forms of Rb were observed in breast cancer cells following application of either 24?Epi Brassinolide and 28?Hom Brassinolide, in accordance with the G1 blocks.",doi: 10.3390/biom10040572
,,"seed, sprout, plant",XENOGNOSIN,5281296,Molecule 878,COc1cc(O)ccc1CC=Cc1ccc(cc1)O,C16H16O3,256.3,19,12,0.12,4,3,2,76.36,49.69,2.46,3.75,3.25,2.76,3.46,3.14,-3.99,2.59E-02,1.01E-04,Soluble,-4.49,8.37E-03,3.27E-05,Moderately soluble,-4.39,1.04E-02,4.06E-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.2,0,0,0,0,0,0.55,0,0,1,2.56,"breast cancer,colorectal cancer and endometrial cancer",3000,Inactive,,
Zea mays,"Makka,Makai, Bhutta",fruit ,resveratrol,445154,Molecule 879,Oc1ccc(cc1)C=Cc1cc(O)cc(c1)O,C14H12O3,228.24,17,12,0,2,3,3,67.88,60.69,1.71,3.13,2.76,2.26,2.57,2.48,-3.62,5.51E-02,2.41E-04,Soluble,-4.07,1.93E-02,8.44E-05,Moderately soluble,-3.29,1.18E-01,5.16E-04,Soluble,High,Yes,No,Yes,No,Yes,No,Yes,-5.47,0,0,0,0,0,0.55,0,1,1,2.02,Skin Cancer,1560,Inactive/Active," inhibits the monooxygenase cytochrome P450 isoenzyme CYP1 A1, the enzyme deputed to the liver metabolism of xenobiotics.Resveratrol specifically targets epidermal growth factor (EGF) and related receptor (EGF-R), a transmembrane tyrosine kinase activated by ligands, and the transforming growth factor-beta (TGF-?)",https://doi.org/10.3389/fnut.2016.00008
,,fruit ,4-METHYL-GUAIACOL,7144,Molecule 880,COc1cc(C)ccc1O,C8H10O2,138.16,10,6,0.25,1,2,1,39.92,29.46,1.94,1.56,1.71,1.48,1.8,1.7,-2.06,1.21E+00,8.76E-03,Soluble,-1.79,2.25E+00,1.63E-02,Very soluble,-2.31,6.80E-01,4.92E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.04,0,2,0,0,1,0.55,0,0,1,1,,NA,Inactive,"alleviating or reversing the increased oxidative stress induced by AAPH through up-regulating the mRNA and protein expression levels of Nrf2, SOD, CAT, and GPx, and thereby, significantly improving the intracellular antioxidant defense system in HepG2 cells ",DOI: 10.1039/c8ra06505e
,,fruit ,5-DEHYDRO-AVENASTEROL,44263331,Molecule 881,CC=C(C(C)C)CCC(C1CCC2C1(C)CCC1C2=CC=C2C1(C)CCC(C2)O)C,C29H46O,410.67,30,0,0.79,5,1,1,132.28,20.23,5.06,8.27,7.87,6.53,6.87,6.92,-7.27,2.22E-05,5.42E-08,Poorly soluble,-8.56,1.14E-06,2.77E-09,Poorly soluble,-5.81,6.36E-04,1.55E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.93,1,3,0,1,2,0.55,0,1,2,6.61,,42,Inactive,,
Beta vulgaris (beetroot),Paldka/Chukandar,root,betacyanins,6324775,Molecule 882,OCC1OC(Oc2cc3CC([N+](=CC=C4CC(NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])C(C(C1O)O)O,C24H26N2O13,550.47,39,6,0.42,7,13,8,134.15,249.38,-1.85,-1.51,-4.46,-4.72,-3.15,-3.14,-1.95,6.13E+00,1.11E-02,Very soluble,-3.22,3.31E-01,6.01E-04,Soluble,1.07,6.41E+03,1.16E+01,Soluble,Low,No,No,No,No,No,No,No,-10.73,3,3,1,1,3,0.11,0,1,1,5.93,,NA,Inactive,"Bc@SeNPs potentiated chemotherapy was demonstrated to exhibit superior in vitro anti-tumor efficacy against HepG2 hepatoma carcinoma cells, which could activate caspase cascade and induce mitochondria-mediated apoptosis. ",https://doi.org/10.1016/j.jff.2021.104359
,,root,BETAGARIN,442261,Molecule 883,COc1ccccc1C1CC(=O)c2c(O1)cc1c(c2OC)OCO1,C18H16O6,328.32,24,12,0.28,3,6,0,84.55,63.22,3.07,2.66,2.81,1.3,3.45,2.66,-3.72,6.21E-02,1.89E-04,Soluble,-3.64,7.54E-02,2.30E-04,Soluble,-5.13,2.46E-03,7.48E-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.41,0,0,0,0,0,0.55,0,0,0,3.6,,2000,Inactive,,
,,leaf   ,BETAVULGARIN,442668,Molecule 884,COc1c2OCOc2cc2c1c(=O)c(co2)c1ccccc1O,C17H12O6,312.27,23,16,0.12,2,6,1,82.5,78.13,2.4,2.61,2.9,0.87,3.39,2.44,-3.8,4.91E-02,1.57E-04,Soluble,-3.9,3.93E-02,1.26E-04,Soluble,-5.42,1.20E-03,3.83E-06,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,0,0,3.34,,2500,Inactive," reduced the size of the CD44+/CD24? subpopulation and the expression of the self-renewal-related genes, C-Myc, Nanog, and Oct4. This compound decreased the total level and phosphorylated nuclear level of signal transducer and activator of transcription 3 (Stat3) and reduced the mRNA and protein levels of sex determining region Y (SRY)-box 2 (SOX2), in mammospheres. These data suggest that betavulgarin inhibit the Stat3/Sox2 signaling pathway and induces BCSC death,",doi: 10.3390/molecules25132999
,,root,BETANIDINE,2368,Molecule 885,CNC(=NC)NCc1ccccc1,C10H15N3,177.25,13,6,0.3,4,1,2,55.12,36.42,1.85,0.93,0.83,1.81,1.59,1.4,-1.6,4.43E+00,2.50E-02,Very soluble,-1.28,9.28E+00,5.24E-02,Very soluble,-3.77,3.00E-02,1.69E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.72,0,0,0,0,1,0.55,0,2,1,1.92,,520,Inactive,,
Ipomoea batatas,"Varahi, Sukari, Ratalu",plant,Lunasin,20054959,Molecule 886,COc1c2CC(Oc2[n+](c2c1cccc2OC)C)C(C)C,C17H22NO3+,288.36,21,10,0.47,3,3,0,84.29,31.57,0.73,4,2.64,2.56,3.31,2.65,-4.3,1.44E-02,4.99E-05,Moderately soluble,-4.36,1.24E-02,4.32E-05,Moderately soluble,-4.4,1.15E-02,3.98E-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.22,0,0,0,0,0,0.55,0,1,1,3.51,,150,Inactive,"reduce the expression of cyclin D1/D3, and down-regulate protein kinase B?(PKB?) and activator protein 1 (AP-1), thereby inhibiting cell proliferation and inducing apoptosis ",doi: 10.3892/ol.2017.6017
Ziziphus mauritiana,"Karkandhu, Kola (ber)",plant,lanosterol,246983,Molecule 887,CC(=CCCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C)C,C30H50O,426.72,31,0,0.87,4,1,1,137.04,20.23,5.09,8.91,8.48,6.82,7.79,7.42,-7.83,6.24E-06,1.46E-08,Poorly soluble,-9.22,2.56E-07,6.00E-10,Poorly soluble,-7.2,2.71E-05,6.35E-08,Poorly soluble,Low,No,No,No,No,No,No,No,-2.58,1,3,0,1,2,0.55,0,1,2,6.07,,2000,Inactive,,
 Rhynchostylis retusa (L.) Blume, Draupadi Mala,plant,acarbose,41774,Molecule 888,OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)NC1C=C(CO)C(C(C1O)O)O)O)O,C25H43NO18,645.6,44,0,0.92,9,19,14,136.69,321.17,0.63,-8.53,-8.56,-6.94,-7.69,-6.22,2.13,8.61E+04,1.33E+02,Highly soluble,2.56,2.32E+05,3.60E+02,Highly soluble,6.4,1.62E+09,2.51E+06,Soluble,Low,No,Yes,No,No,No,No,No,-16.29,3,4,1,1,5,0.17,0,1,2,7.34,,24000,Inactive,reduced the frequency of CD45? Rae-1?+ Renca cells in tumor-bearing kidneys.,doi: 10.3390/cancers12102872
Solanum melongena,Vruntakam/ Baingan,fruit,AUBERGENONE,15601418,Molecule 889,O=C1C=CC2(C(C1C)CC(CC2)C(O)(C)C)C,C15H24O2,236.35,17,0,0.8,1,2,1,70.66,37.3,2.69,2.92,2.95,2.63,2.64,2.77,-3.08,1.97E-01,8.34E-04,Soluble,-3.36,1.02E-01,4.32E-04,Soluble,-2.4,9.34E-01,3.95E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.67,0,0,0,0,0,0.55,0,0,1,4.08,,1860,Inactive,,
Oryza sativa,chawal,stem,ORYZAROL,58114970,Molecule 890,CCCCCCCCCCCCCCCC(=O)Oc1ccc(cc1OC)CC=C,C26H42O3,402.61,29,6,0.65,19,3,0,125.84,35.53,5.64,10.04,7.81,5.69,8.73,7.58,-7.56,1.11E-05,2.75E-08,Poorly soluble,-10.72,7.75E-09,1.92E-11,Insoluble,-9.04,3.68E-07,9.14E-10,Poorly soluble,Low,No,No,No,No,No,No,No,-1.63,1,2,1,1,2,0.55,0,2,3,3.65,,1670,Inactive,,
,,seed   ,Oryzanin,6042,Molecule 891,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-],C12H17ClN4OS,300.81,19,11,0.42,4,3,2,79.11,104.15,-2.45,1.83,-2.38,0.32,2.54,-0.03,-3.02,2.86E-01,9.50E-04,Soluble,-3.64,6.93E-02,2.30E-04,Soluble,-3.3,1.50E-01,4.99E-04,Soluble,Low,No,Yes,No,No,No,No,No,-6.84,0,1,0,0,0,0.55,0,1,0,3.02,,1000,Inactive,,
,,seed   ,ORYZANOL-A,12313778,Molecule 892,COc1cc(C=CC(=O)OC2CCC34C(C2(C)C)CCC2C4(C3)CCC3(C2(C)CCC3C(CCC=C(C)C)C)C)ccc1O,C40H58O4,602.89,44,6,0.72,9,4,1,183.01,55.76,6.28,12.05,10.04,6.96,9.42,8.95,-10.68,1.27E-08,2.11E-11,Insoluble,-13.23,3.58E-11,5.94E-14,Insoluble,-9.09,4.91E-07,8.15E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.42,2,4,0,1,2,0.17,0,2,3,7.49,,25000,Inactive," downregulated the expression of genes that encode proteins related to adiposity (CCAAT/enhancer binding proteins (C/EBPs)), inflammatory responses (nuclear factor kappa-B (NF-?B)), and metabolic syndrome (peroxisome proliferator-activated receptors (PPARs)). Gamma-Oryzanol Reduces Caveolin-1 And PCGEM1 Expression, Markers Of Aggressiveness In Prostate Cancer Cell Lines ",doi: 10.3390/ijms17081107
Vitis vinifera,"Draksha ,Gosthani, ",root extract,viniferether A,101769424,Molecule 893,COC(C1c2cc(O)cc(c2C(C1c1ccc(cc1)O)c1cc(O)cc(c1)O)O)c1ccc(cc1)O,C29H26O7,486.51,36,24,0.17,5,7,6,135.36,130.61,2.45,4.46,5,2.33,3.75,3.6,-5.83,7.20E-04,1.48E-06,Moderately soluble,-6.92,5.82E-05,1.20E-07,Poorly soluble,-6.65,1.09E-04,2.24E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-6.1,1,2,0,0,1,0.55,0,0,2,4.85,,5000,Inactive,,
Acacia nilotica,Aaavartaki,fruit ,N-acetyldjenkolic acid,78061794,Molecule 894,CC(=O)NC(C(=O)O)CSCSCC(C(=O)O)N,C9H16N2O5S2,296.36,18,0,0.67,10,6,4,69.81,180.32,0.54,-3.03,-0.59,-3.1,-0.55,-1.35,0.89,2.31E+03,7.79E+00,Highly soluble,-0.19,1.90E+02,6.40E-01,Very soluble,-0.18,1.95E+02,6.59E-01,Soluble,Low,No,No,No,No,No,No,No,-10.26,0,1,1,1,2,0.11,0,1,1,3.71,"ear, eye, testicles cancers",4400,Inactive,,
Aleurites fordii,Tung Nut,twigs,"3,3',4-TRI-O-METHYL-ELLAGIC-ACID",5281860,Molecule 895,COc1c(OC)cc2c3c1oc(=O)c1c3c(oc2=O)c(c(c1)O)OC,C17H12O8,344.27,25,16,0.18,3,8,1,88.72,108.34,2.37,2.08,2.22,0.89,3.24,2.16,-3.56,9.47E-02,2.75E-04,Soluble,-3.98,3.57E-02,1.04E-04,Soluble,-5.43,1.27E-03,3.70E-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-6.92,0,0,0,0,0,0.55,0,2,0,3.5,,NA,Inactive,"target the hindrance of cyclin-dependent kinase 9 (CDK9) and sirtuin 1 (SIRT1) enzymes. T-EA showed a binding free energy towards the SIRT1 protein of ?Gbind (MM-GBSA): ?30.98 ± 0.25 kcal mol?1 and ?Gbind (MM-PBSA): ?24.07 ± 0.30 kcal mol?1, while that of CDK9 was ?Gbind (MM-GBSA): ?29.50 ± 0.22 kcal mol?1 and ?Gbind (MM-PBSA): ?25.87 ± 0.40 kcal mol?1.",doi: 10.1039/d2ra05246f
Anogeissus latifolia,"Dhava, Dridhataru, Madhuratvacha, Nanditaru, Pishachavriksha, Shushkanga",plant ,Triterpenoid,451674,Molecule 896,OC1CCC2(C(C1(C)COS(=O)(=O)O)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,C30H48O7S,552.76,38,0,0.9,4,7,3,148.27,129.51,2.88,5.88,7.11,4.37,3.64,4.78,-6.71,1.08E-04,1.96E-07,Poorly soluble,-8.37,2.34E-06,4.24E-09,Poorly soluble,-5.12,4.18E-03,7.57E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-5.5,2,4,0,1,1,0.56,0,2,2,6.65,north-west india,6000,Inactive/Active,"?Apoptosis; ?S-G2/M; ?p21/WAF1; ?cyclin B1, ?cyclin A, ?Cdc2, ?Cdc25C; ?Bcl-2; ?Bax; ?ERK 1/2; ?p38, ?MMP-2; ?uPA; ?VEGF; ?NF-? B; ?c-Jun; ?c-Fos; ?JNK; ?Akt; ?mTOR, ?Apoptosis; ?G2-M; ?caspase-3/7; ?Bax; ?Bcl2; ?cyclin A; ?cyclin B1; ?JNK; ?MAPK",doi: 10.2741/3730
Bertholletia excelsa,Brazil Nut,plant ,taxifolin,439533,Molecule 897,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,C15H12O7,304.25,22,12,0.13,1,7,5,74.76,127.45,1.3,0.95,0.86,-0.64,0.66,0.63,-2.66,6.62E-01,2.18E-03,Soluble,-3.21,1.86E-01,6.12E-04,Soluble,-2.03,2.87E+00,9.42E-03,Soluble,High,No,No,No,No,No,No,No,-7.48,0,0,0,0,0,0.55,1,1,0,3.51,,2000,Inactive/Active,"inhibition of angiogenesis, cytochrome P450 enzymes, P-glycoprotein, reactive oxidative species (ROS), and cell cycle regulators, as well as the induction of apoptosis ",doi: 10.21037/atm-20-3329
